rank,code,year,journal,cites,doi,title,rules,note,openalex_id,has_abstract
1482,EX1,2020,International Journal of Environmental Research and Public Health,67,10.3390/ijerph17072184,Environmental Pollution Effect Analysis of Lead Compounds in China Based on Life Cycle,R2 material term + cross-national cue,China lead compounds,https://openalex.org/W3013079304,True
1490,OFF,2019,Journal of Business Ethics,66,10.1007/s10551-019-04174-z,Decoupling from Moral Responsibility for CSR: Employees' Visionary Procrastination at a SME,R2 material term + cross-national cue,CSR moral decoupling,https://openalex.org/W2945681263,True
1494,OFF,2023,Wiley Interdisciplinary Reviews Climate Change,40,10.1002/wcc.866,"Fossil fuels, stranded assets, and the energy transition in the Global South: A systematic literature review",R4 displacement term + cross-national cue,stranded assets review,https://openalex.org/W4388416302,True
1516,PASS,2018,Sustainability,18,10.3390/su10061858,Contemporary Resource Policy and Decoupling Trends—Lessons Learnt from Integrated Model-Based Assessments,R2 material term + cross-national cue,Sustainability 2018: GINFORS global MRIO simulation of raw-material efficiency improvements; absolute decoupling of materials and CO2 from GDP possible only with radical efficiency plus mitigation. Model-based global (cf. Schandl et al. 2016),https://openalex.org/W2805449072,True
1529,PASS-borderline,2016,Sustainability,13,10.3390/su8060517,Evidence of Absolute Decoupling from Real World Policy Mixes in Europe,R2 material term + cross-national cue,"Sustainability 2016: ex-post evaluation of EU member-state policy mixes achieving absolute decoupling for specific resources (fish, fertilisers, aggregates); resource-specific cases",https://openalex.org/W2416674396,True
1534,EX1,2023,Sustainability,59,10.3390/su15119087,"Exploring Plastic-Management Policy in China: Status, Challenges and Policy Insights",R2 material term + cross-national cue,China plastics policy,https://openalex.org/W4379469167,True
1541,EX3,2024,Journal of Environmental Management,58,10.1016/j.jenvman.2024.120144,Decoupling economic growth from construction waste generation: Comparative analysis between the EU and China,"R3 no abstract, material term in title",construction waste decoupling EU vs China 2004-2020; outcome (waste) outside the listed indicators,https://openalex.org/W4391404373,True
1542,PASS,2023,Ecological Economics,16,10.1016/j.ecolecon.2023.108092,Multinational dynamic steel cycle analysis reveals sequential decoupling between material use and economic growth,"R2 material term + cross-national cue; R3 no abstract, material term in title","Ecological Economics 2023: multinational dynamic steel-cycle analysis, sequential decoupling between material use and growth (no abstract retrievable). Multinational; decoupling directly; steel as material. Full text needed",https://openalex.org/W4390289385,False
1559,THEORY,2022,American Journal of Economics and Sociology,12,10.1111/ajes.12475,How Has Ecological Imperialism Persisted? A Marxian Critique of the Western Climate Consensus,R4 displacement term + cross-national cue,ecological imperialism and climate consensus,https://openalex.org/W4297720902,True
1591,EX2,2021,Sustainability,15,10.3390/su13147742,Do Tourism Activities and Urbanization Drive Material Consumption in the OECD Countries? A Quantile Regression Approach,R2 material term + cross-national cue,"tourism and urbanisation -> DMC, OECD 1995-2016; no technology indicator; income-DMC relation only",https://openalex.org/W3178051616,True
1603,PASS,2021,Review of Policy Research,11,10.1111/ropr.12458,"Carbon pricing and decoupling between greenhouse gas emissions and economic growth: A panel study of 29 European countries, 1996–2014",R2 material term + cross-national cue,"Review of Policy Research 2021: carbon pricing (ETS, carbon tax) and decoupling (emission intensity), 29 European countries 1996-2014; decoupling directly; policy instrument rather than technology",https://openalex.org/W3211126049,True
1607,EX1,2023,PLoS ONE,1,10.1371/journal.pone.0292752,Socioeconomic driving forces behind air polluting emissions in Mexico,R1 two+ pillars,Mexico municipalities,https://openalex.org/W4387568982,True
1608,EX1,2025,Carbon Research,1,10.1007/s44246-025-00200-0,"Assessing economic and social determinants of carbon emissions towards sustainable development in West Java, Indonesia",R1 two+ pillars,West Java,https://openalex.org/W4409277400,True
1613,EX1,2022,International Journal of Environmental Research and Public Health,23,10.3390/ijerph191811227,Spatial Evolutionary Characteristics and Influencing Factors of Urban Industrial Carbon Emission in China,R2 material term + cross-national cue,282 Chinese cities,https://openalex.org/W4295011633,True
1622,THEORY,2022,Global Political Economy,14,10.1332/peir2693,The Global Political Economy of the imperial mode of living,R4 displacement term + cross-national cue,imperial mode of living,https://openalex.org/W4283772162,True
1682,PASS,2024,Environmental and Sustainability Indicators,9,10.1016/j.indic.2024.100556,"The influence of the Great Recession on the relationship between ecological footprint, renewable energy and economic growth",R2 material term + cross-national cue,"Environmental and Sustainability Indicators 2024: ecological footprint, renewable energy and growth in 20 OECD countries 1990-2019 with structural breaks; initial decoupling fading after the Great Recession; alternative-energy indicator",https://openalex.org/W4405309954,True
1690,EX1,2024,Journal of Cleaner Production,25,10.1016/j.jclepro.2024.141857,Greenhouse gas emissions and economic growth in Morocco: A decoupling analysis,"R3 no abstract, material term in title",Morocco,https://openalex.org/W4393111475,False
1693,OFF,2023,Sustainability,41,10.3390/su151310179,The Circular Economy and the Food System: A Review of Principal Measuring Tools,R2 material term + cross-national cue,circular economy food-system indicators review,https://openalex.org/W4382402931,True
1706,EX3,2024,PNAS Nexus,18,10.1093/pnasnexus/pgae427,Quantifying energy transition vulnerability helps more just and inclusive decarbonization,R4 displacement term + cross-national cue,energy-transition vulnerability index,https://openalex.org/W4403637620,True
1728,OFF,2019,International Sociology,8,10.1177/0268580919867837,Outside-in perspectives on the socio-econo-technological effects of climate change in Africa,R4 displacement term + cross-national cue,Delphi on Africa and climate change,https://openalex.org/W2976587664,True
1763,THEORY,2021,,3,10.1093/oso/9780198864929.003.0003,Earthing Philosophy of Technology,R4 displacement term + cross-national cue,Hornborg: earthing philosophy of technology,https://openalex.org/W4251534524,True
1786,THEORY,2017,Journal of Political Ecology,4,10.2458/v24i1.20973,Expo 2015 in Milan: the power of the Machine,R4 displacement term + cross-national cue,"Expo 2015 Milan, Hornborg's Machine applied",https://openalex.org/W2759382500,True
1803,EX1,2024,Journal of Cleaner Production,20,10.1016/j.jclepro.2024.141765,Gains in China's sustainability by decoupling economic growth from energy use,"R3 no abstract, material term in title",China energy-GDP decoupling,https://openalex.org/W4392715542,True
1829,EX2,2022,Frontiers in Sustainability,31,10.3389/frsus.2022.859896,Transitioning to a sustainable circular economy: The transformation required to decouple growth from environmental degradation,R2 material term + cross-national cue,circular-economy transformation essay,https://openalex.org/W4289130621,True
1834,OFF,2022,Digital Archive @ GSU,14,10.57709/14263139,Technology Enabled Social Responsibility Projects and an Empirical Test of CSR's Impact on Firm Performance,R2 material term + cross-national cue,CSR and AI,https://openalex.org/W2964527887,True
1836,THEORY,2024,Journal of Labor and Society,14,10.1163/24714607-bja10149,"Imperialism, Ecological Imperialism, and Green Imperialism: An Overview",R4 displacement term + cross-national cue,ecological and green imperialism overview,https://openalex.org/W4392814924,True
1865,EX1,2016,Journal of Marine and Island Cultures,6,10.1016/j.imic.2016.09.003,Environmental changes and building resilient community in Penghu Islands,R4 displacement term + cross-national cue,Penghu Islands,https://openalex.org/W2557195567,True
1866,EX1,2018,Energy Procedia,6,10.1016/j.egypro.2018.09.247,"Toward Low-Carbon Industry: Carbon Emission and Decoupling Status of Industry Sector in a Coastal City of Zhuhai, China",R2 material term + cross-national cue,Zhuhai,https://openalex.org/W2900323749,True
1886,PASS,2023,Sustainable Production and Consumption,17,10.1016/j.spc.2023.11.001,Level of decoupling between economic growth and environmental pressure on Earth-system processes,"R3 no abstract, material term in title",Sustainable Production and Consumption 2023: level of decoupling between growth and environmental pressure on Earth-system processes (no abstract retrievable); title indicates global/cross-national decoupling assessment against planetary boundaries. Full text needed,https://openalex.org/W4388420060,False
1909,OFF,2010,Chapman University Digital Commons (Chapman University),27,,"""Surplus Humanity"" and the Margins of Legality: Slums, Slumdogs, and Accumulation by Dispossession",R4 displacement term + cross-national cue,slums and legality,https://openalex.org/W1919476101,True
1910,EX2,2015,Journal of Environmental Protection,27,10.4236/jep.2015.69094,Towards Urban Resource Flow Estimates in Data Scarce Environments: The Case of African Cities,R2 material term + cross-national cue,African cities resource-flow estimation method,https://openalex.org/W2221360581,True
1949,THEORY,2017,Journal of Political Ecology,15,10.2458/v24i1.20807,The post-politics of the green economy in Turkey: re-claiming the future?,R2 material term + cross-national cue,green economy post-politics in Turkey; interpretive,https://openalex.org/W2758135617,True
1966,OFF,2024,Forest Policy and Economics,5,10.1016/j.forpol.2024.103403,Bioeconomy governance in the global South: State of the art and the way forward,R4 displacement term + cross-national cue,bioeconomy governance (no abstract),https://openalex.org/W4405924588,False
1968,EX4,2011,Lund University Publications Student Papers (Lund University),0,,Creating Change? - Understandings among the Smart Civil Society Organizations Initiative,R1 two+ pillars,Lund student paper,https://openalex.org/W2128398514,True
1970,EX4,2014,CU Scholar (University of Colorado Boulder),0,,"Panel data analysis in the demographic and spatial econometric estimation of carbon dioxide emissions sources, 1960-2010",R1 two+ pillars,"dissertation (Colorado), spatial STIRPAT",https://openalex.org/W2252409191,True
1971,EX4,2013,Aaltodoc (Aalto University),0,,Construction of an economic model of resource use: Research and development of substitutes for non-renewable resources and waste,R1 two+ pillars,"Aalto thesis, R&D substitutes model",https://openalex.org/W2597303636,True
1973,OFF,2023,AoIR Selected Papers of Internet Research,0,10.5210/spir.v2023i0.13522,"DIGITAL INFRASTRUCTURES AND ENVIRONMENTAL JUSTICE: POLICIES, PRACTICES, AND VISIONS",R1 two+ pillars; R2 material term + cross-national cue,AoIR conference abstract,https://openalex.org/W4392406616,True
1990,EX2,2020,OECD/IEA climate change expert group papers,24,10.1787/50abd39c-en,Addressing the COVID-19 and climate crises,R2 material term + cross-national cue,OECD/IEA COVID recovery pathways paper; no empirical decoupling test,https://openalex.org/W3116709441,True
1993,PASS-borderline,2022,Environmental Science and Pollution Research,24,10.1007/s11356-022-24078-2,"Towards achieving net zero emission targets and sustainable development goals, can long-term material footprint strategies be a useful tool?","R3 no abstract, material term in title","ESPR 2022: material footprint, growth and CO2 in EURO-26 countries (panel cointegration); MF-CO2 nexus; no technology indicator, growth-CO2 relation assessed",https://openalex.org/W4309048196,True
1996,OFF,2024,Sustainability,24,10.3390/su16167156,Enhancing Decision Making and Decarbonation in Environmental Management: A Review on the Role of Digital Technologies,R2 material term + cross-national cue,"digital decision-support review, environmental management",https://openalex.org/W4401890432,True
2020,DISP,2020,Journal of Global History,10,10.1017/s1740022820000030,Environmental factors in trade during the great transformation: advancing the geographical coverage before 1950,R2 material term + cross-national cue,J. Global History 2020: review of trade-embedded environmental flows before 1950 (specialisation vs divergence narratives); historical review,https://openalex.org/W3038114223,True
2021,PASS-borderline,2021,Elsevier eBooks,10,10.1016/b978-0-323-85387-3.00002-1,The methods and factors of decoupling energy usage and economic growth,"R3 no abstract, material term in title","Elsevier book chapter 'methods and factors of decoupling energy usage and economic growth' (no abstract); likely methodological; title-only, low priority",https://openalex.org/W3211873497,False
2063,EX2,2021,Global Sustainability,4,10.1017/sus.2021.22,Domestic autonomy and environmental international non-governmental organizations: a cross-national analysis of forest loss,R2 material term + cross-national cue,"domestic autonomy, EINGOs and forest loss; institutional, no EUE/technology test",https://openalex.org/W3210188600,True
2105,EX1,2022,Sustainability,19,10.3390/su142012962,Spatial Differentiation of Carbon Budgets and Carbon Balance Zoning in China Based on the Land Use Perspective,R4 displacement term + cross-national cue,30 Chinese provinces carbon budgets,https://openalex.org/W4304187076,True
2117,EX1,2021,Environmental Research Letters,11,10.1088/1748-9326/ac07d6,A resource-based phosphorus footprint for urban diets,R2 material term + cross-national cue,Brussels phosphorus footprint,https://openalex.org/W3174145429,True
2125,OFF,2023,Cultural Anthropology,8,10.14506/ca38.4.01,The Substitute and the Excuse,R4 displacement term + cross-national cue,"ethnography of sugarcane scientists, Sao Paulo",https://openalex.org/W4389100442,True
2130,PASS,2023,Environmental Science & Technology,18,10.1021/acs.est.3c06715,Multiperspective Decoupling Analyses between Global Embodied Carbon Chains and Global Value Chains,R2 material term + cross-national cue,"ES&T 2023: decoupling of GHG from value added across 17 regions 1995-2019 from production, consumption and income perspectives; consumption-based decoupling. Strong candidate",https://openalex.org/W4388411208,True
2158,EX1,2023,Journal of Environmental Management,17,10.1016/j.jenvman.2023.117438,Key drivers of the textile and clothing industry decarbonisation within the EU-27,R2 material term + cross-national cue,EU-27 textile and clothing industry; sectoral,https://openalex.org/W4321167277,True
2160,OFF,2023,Politische Vierteljahresschrift,17,10.1007/s11615-023-00454-6,Deliberating a Sustainable Welfare–Work Nexus,R2 material term + cross-national cue,sustainable welfare-work nexus deliberation,https://openalex.org/W4322738278,True
2180,OFF,2021,European Countryside,3,10.2478/euco-2021-0041,"Rural Experiments with the Management of Basic Resources. Key Characteristics of European Ecovillages Aiming at Partial Self-Sufficiency in Water, Food and Energy",R2 material term + cross-national cue,European ecovillages,https://openalex.org/W4200063877,True
2233,EX1,2018,Detritus,15,10.31025/2611-4135/2018.13740,IN THE SEARCH FOR EFFECTIVE WASTE POLICY: ALIGNMENT OF UK WASTE STRATEGY WITH THE CIRCULAR ECONOMY,R2 material term + cross-national cue,UK waste strategy,https://openalex.org/W2900747453,True
2237,EX2,2022,Energies,15,10.3390/en15166009,Is Energy Use in the EU Countries Moving toward Sustainable Development?,R2 material term + cross-national cue,"EU energy-use SDG7 indicators, descriptive; no decoupling or technology test",https://openalex.org/W4297907588,True
2239,THEORY,2022,Sociological Inquiry,15,10.1111/soin.12518,Global Surpluses of Extraction and Slow Climate Violence: A Sociological Framework,R4 displacement term + cross-national cue,"slow climate violence, world-systems",https://openalex.org/W4311529867,True
2247,THEORY,2023,Degrowth Journal,15,10.36399/degrowth.001.01.03,Only for the Global North? Questioning the ‘who should degrow’ issue,R4 displacement term + cross-national cue,degrowth and the Global South,https://openalex.org/W4393182017,True
2273,EX2,2018,PLoS ONE,14,10.1371/journal.pone.0201141,"It's not the 'what', but the 'how': Exploring the role of debt in natural resource (un)sustainability",R2 material term + cross-national cue,conceptual agent-based model of debt and resource decoupling,https://openalex.org/W2884504490,True
2330,EX1,2021,Resources,13,10.3390/resources10060055,Municipal Urban Waste Management—Challenges for Polish Cities in an Era of Circular Resource Management,R2 material term + cross-national cue,Polish cities waste,https://openalex.org/W3164119676,True
2336,EX2,2022,"Washington, DC: World Bank eBooks",13,10.1596/38380,Squaring the Circle: Policies from Europe's Circular Economy Transition,R2 material term + cross-national cue,World Bank report on Europe's circular-economy policies; reports EU DMC -9.4% and resource productivity +35% (2000-2020) descriptively; no test,https://openalex.org/W4361751064,True
2339,EX2,2023,Philosophical Transactions of the Royal Society B Biological Sciences,13,10.1098/rstb.2022.0405,Efficiency traps beyond the climate crisis: exploration–exploitation trade-offs and rebound effects,R2 material term + cross-national cue,theoretical simulation of rebound/efficiency traps,https://openalex.org/W4386818159,True
2386,PASS-borderline,2021,Energies,12,10.3390/en14196326,"Decoupling Energy, Water, and Food Resources Production from GHG Emissions: A Footprint Perspective Review of Africa from 1990 to 2017",R2 material term + cross-national cue,"Energies 2021: Tapio decoupling of energy, water and food resource use from GHG in 15 African countries 1990-2017; decoupling of resources from emissions rather than from GDP",https://openalex.org/W3201696136,True
2396,EX4,2015,OpenBU/Boston University Institutional Repository (Boston University),2,,Boom and gloom: comparing diverse development outcomes among oil- and mineral-dependent developing countries,R4 displacement term + cross-national cue,dissertation (Boston University),https://openalex.org/W2339639362,True
2405,EX3,2023,Sociological Quarterly,2,10.1080/00380253.2023.2208637,Ecologically Unequal Exchange and Farm Animal Welfare: An Empirical Analysis Using the Voiceless Animal Cruelty Index,R4 displacement term + cross-national cue,EUE and farm-animal cruelty index; outcome not biophysical throughput,https://openalex.org/W4376109915,True
2408,EX1,2024,Sustainability,2,10.3390/su16167094,The Social Implications of Circular Clothing Economies in the Global North,R4 displacement term + cross-national cue,UK circular clothing,https://openalex.org/W4401703498,True
2442,EX1,2023,Energies,11,10.3390/en16093784,Decoupling Analysis of Energy-Related Carbon Dioxide Emissions from Economic Growth in Poland,R2 material term + cross-national cue,Poland,https://openalex.org/W4367312416,True
2444,PASS,2024,Systems,11,10.3390/systems12020059,Determinants of Ecological Footprint: A Quantile Regression Approach,R2 material term + cross-national cue,"Systems 2024: determinants of ecological footprint in 131 countries 1997-2020 (quantile regression); renewable energy consumption, FDI, industrialisation, urbanisation. Genre",https://openalex.org/W4391746422,True
2495,EX1,2021,Energy Sustainability and Society,10,10.1186/s13705-021-00300-w,Trends and dynamics of material and energy flows in an urban context: a case study of a city with an emerging economy,R2 material term + cross-national cue,Bogota,https://openalex.org/W3180448017,True
2546,EX1,2013,Resources,9,10.3390/resources2040628,"Conventional, Organic and Polycultural Farming Practices: Material Intensity of Italian Crops and Foodstuffs",R2 material term + cross-national cue,Italian crops MIPS,https://openalex.org/W1983476777,True
2630,OFF,2021,Journal of the British Academy,8,10.5871/jba/009s9.007,Adaptation strategies for people: mitigating climate-change-related risks in low-income and informal urban communities through co-production,R4 displacement term + cross-national cue,urban adaptation co-production,https://openalex.org/W3209165233,True
2668,OFF,2022,,3,10.31219/osf.io/bre43,A Review of Basic Income for Nature and Climate,R2 material term + cross-national cue,basic income review,https://openalex.org/W4307372409,True
2760,THEORY,2023,Journal of World-Systems Research,0,10.5195/jwsr.2023.1132,Analyzing Global Commodity Chains and Social Reproduction,R4 displacement term + cross-national cue,commodity chains and social reproduction,https://openalex.org/W4386047886,True
2762,OFF,2021,Energies,6,10.3390/en14175224,The Learning Activation Approach—Understanding Indonesia’s Energy Transition by Teaching It,R4 displacement term + cross-national cue,Indonesia energy transition teaching,https://openalex.org/W3194259013,True
2769,EX1,2024,Sustainability,6,10.3390/su17010083,Sustainable Development Through Energy Transition: The Role of Natural Resources and Gross Fixed Capital in China,R2 material term + cross-national cue,China energy transition,https://openalex.org/W4405810622,True
2827,OFF,2018,European Journal of Sustainable Development,5,10.14207/ejsd.2018.v7n4p223,Integrating Sustainability in Business: An Essential Need in the Global Context,R2 material term + cross-national cue,business sustainability essay,https://openalex.org/W2896079048,True
2910,OFF,2020,,4,10.31235/osf.io/vb5q3,Jevons' paradox and a tax on aviation to prevent the next pandemic,R2 material term + cross-national cue,Jevons and aviation tax essay,https://openalex.org/W3029242453,True
2925,OFF,2025,Circular Economy and Sustainability,4,10.1007/s43615-025-00582-8,Evaluation Methodologies for Circular Economy in Municipal Composting and Urban Agriculture: a Literature Review with Focus on Latin America,R4 displacement term + cross-national cue,composting methodologies review,https://openalex.org/W4410019585,True
2984,EX4,2006,,0,,ECOLOGICAL UNEQUAL EXCHANGE: INTERNATIONAL TRADE AND UNEVEN CROSS-NATIONAL SOCIAL AND ENVIRONMENTAL PROCESSES,R4 displacement term + cross-national cue,"2006 'Ecological unequal exchange: international trade and uneven cross-national...' (no abstract, no DOI); likely dissertation",https://openalex.org/W2188461956,False
2992,DISP,2024,Revista Galega de Economía,0,10.15304/rge.33.2.9419,Protein for Scraps: A Study of the European Union “Circular” Raw Materials Trade,R4 displacement term + cross-national cue,Revista Galega de Economia 2024: physical trade balance and terms of trade of EU-27 recyclable raw-material flows; EUE,https://openalex.org/W4393040206,True
3034,EX4,2009,Lund University Publications Student Papers (Lund University),3,,"Stone weirs on Chipei Island, Taiwan--Landesque capital and ecologically unequal exchange",R4 displacement term + cross-national cue,Lund student thesis,https://openalex.org/W1750949001,True
3195,EX1,2023,Ecological Engineering & Environmental Technology,2,10.12912/27197050/174035,"Decoupling Analysis, Economic Structure on Environmental Pressure in Vietnam During 2008–2018",R2 material term + cross-national cue,Vietnam,https://openalex.org/W4388623880,True
3200,EX3,2024,Remote Sensing,2,10.3390/rs17010049,"Tropospheric NO2: Anthropogenic Influence, Global Trends, Satellite Data, and Machine Learning Application",R2 material term + cross-national cue,tropospheric NO2 satellite trends,https://openalex.org/W4405832380,True
3401,EX4,2022,Deep Blue (University of Michigan),1,10.7302/6092,Ecologies of Infrastructure in Contemporary Postcolonial Literatures,R4 displacement term + cross-national cue,literary-studies dissertation,https://openalex.org/W4294882860,True
3406,THEORY,2025,Ankara Üniversitesi Çevrebilimleri Dergisi,1,10.62163/aucevrebilim.1592181,Colonial Connections in the Global Climate Crisis: Historical Injustices and Contemporary Inequalities,R4 displacement term + cross-national cue,colonialism and climate crisis,https://openalex.org/W4411240824,True
3727,EX4,2012,Lund University Publications Student Papers (Lund University),0,,"Consumer in the world-systems: understanding narratives on environmental and social impacts of consumption from Melbourne, Australia.",R4 displacement term + cross-national cue,Lund student thesis,https://openalex.org/W1769170171,True
3740,EX1,2017,Publication Server of the Wuppertal Institute (Wuppertal Institute),0,,Decoupling energy and resource use from growth in the Indian construction sector : a potential analysis study,R2 material term + cross-national cue,"Wuppertal policy brief, Indian construction sector",https://openalex.org/W2749710769,True
3746,THEORY,2019,Institutional Research Information System University of Turin (University of Turin),0,,When the ecological-crisis meets a stratified Earth. Geo-capitalism and the racialized Anthropocene,R4 displacement term + cross-national cue,racialised Anthropocene,https://openalex.org/W3001149842,True
3748,EX4,2020,Lund University Publications Student Papers (Lund University),0,,Discourses of Ecologically Unequal Exchange: Processes of ‘othering’ in the European Union’s framing of trade,R4 displacement term + cross-national cue,Lund student thesis,https://openalex.org/W3082984159,True
3750,OFF,2020,,0,,Narratives of Environmental Disaster in Ethiopia: The Political Ecology of Famine,R4 displacement term + cross-national cue,Ethiopia famine narratives,https://openalex.org/W3197952511,True
